序号,采购人,合同名称,分类,理由
1840,国土资源部信息中心,中央国家机关政府集中采购电子验收单,提取能力,采集国土资源数据
1841,国家税务总局,吉林省通化市国家税务局2015年3月多功能一体机协议供货,提取能力,增强税收征管能力
1842,山东黄河河务局山东黄河医院,中央单位批量集中采购简易合同,协调能力,组织公共医疗服务
1843,国家税务总局,吉林省通化市国家税务局机关2015年2季度台式计算机批量,提取能力,增强税收征管能力
1844,国家税务总局,通化市国家税务局机关2015年2季度A3激光黑白双面打印机批量采购,提取能力,增强税收征管能力
1845,四平市国家税务局中央路税务分局,四平市国家税务局中央路税务分局自助办税终端设备采购项目,提取能力,增强税收征管能力
1846,国土资源部信息中心,服务搜索与为民服务平台建设项目合同书,协调能力,组织国土资源服务
1847,吉林省通化市国家税务局,吉林省通化市国家税务局2015年3季度便携式计算机批量,提取能力,增强税收征管能力
1848,渭南市临渭区国家税务局,陕西省建设工程施工合同,提取能力,增强税收征管能力
1849,国家海洋局海岛研究中心,配备500吨级近岸海洋环境监测船监理合同,提取能力,采集海洋监测数据
1850,国家新闻出版广电总局监管中心,国家新闻出版广电总局监管中心无线模拟广播电视监测前端备件第二包,合规能力,增强广电监管能力
1851,汪清县国家税务局,吉林省延边州汪清县国家税务局扫描仪采购合同,提取能力,增强税收征管能力
1852,国家新闻出版广电总局监管中心,国家新闻出版广电总局监管中心安播监测系统维护,合规能力,增强广电监管能力
1853,国家税务总局,吉林省通化市国家税务局机关2015年2季度A4激光黑白打印机批量,提取能力,增强税收征管能力
1854,江苏省常州市国家税务局,江苏省常州市国家税务局办税厅网络音视频监控系统建设采购项目,提取能力,增强税收征管能力
1855,国土资源部信息中心,《不动产登记信息管理基础平台一期建设》项目合同书,提取能力,采集不动产登记数据
1856,国家税务总局,吉林省通化市国家税务局2015年9月多功能一体机协议供货,提取能力,增强税收征管能力
1857,吉林省通化市国家税务局,吉林省通化市国家税务局机关2015年3季度便携式计算机批量,提取能力,增强税收征管能力
1858,中国煤炭地质总局,中国煤炭地质总局2015年度中央财政地勘能力建设专项-三维地质雷达系统项目采购合同,提取能力,采集地质调查数据
1859,中国测绘科学研究院,中央国家机关政府集中采购电子验收单,提取能力,采集测绘科学数据
1860,水利部产品质量标准研究所,水利机械纳米激光增强增韧试验设备主机（进口部分）采购合同的补充协议,协调能力,组织水利科学研究
1861,中国测绘科学研究院,中央国家机关政府网上竞价合同,提取能力,采集测绘科学数据
1862,水利部产品质量标准研究所,纳米高强高韧材料临界熔喷试验设备主机采购合同,协调能力,组织水利科学研究
1863,厦门出入境检验检疫局,服务器机房维保服务合同书,合规能力,增强检验检疫能力
1864,国家统计局阳泉调查队,台式电脑批量采购,提取能力,采集统计调查数据
1865,上海科技大学,上海科技大学X射线光电子能谱仪,协调能力,组织高等教育服务
1866,中国测绘科学研究院,中央国家机关政府网上竞价合同,提取能力,采集测绘科学数据
1867,中国测绘科学研究院,中央国家机关政府网上竞价合同,提取能力,采集测绘科学数据
1868,中国测绘科学研究院,中央国家机关政府网上竞价合同,提取能力,采集测绘科学数据
1869,中国测绘科学研究院,中国测绘科学研究院移动工作站、U盘采购项目网上竞价合同,提取能力,采集测绘科学数据
1870,中国测绘科学研究院,中央国家机关政府集中采购电子验收单,提取能力,采集测绘科学数据
1871,中央电视台,ENG电池及充电器,协调能力,组织广播电视服务
1872,国家海洋局北海监测中心,智能型鞋套机,提取能力,采集海洋监测数据
1873,中国测绘科学研究院,中央国家机关政府网上竞价合同,提取能力,采集测绘科学数据
1874,辽源市国家税务局,国税系统批量集中采购合同,提取能力,增强税收征管能力
1875,国家海洋局北海监测中心,机房数据库与网络安全审计管理系统,提取能力,采集海洋监测数据
1876,国家基础地理信息中心,国家基础地理信息中心大幅面绘图仪采购项目合同,提取能力,采集地理信息数据
1877,中国测绘科学研究院,中国测绘科学研究院移动工作站、显卡、移动硬盘等采购项目网上竞价合同,提取能力,采集测绘科学数据
1878,中华人民共和国揭阳出入境检验检疫局,中央单位批量集中采购简易合同,合规能力,增强检验检疫能力
1879,国家税务总局,吉林省通化市国家税务局机关2015年9月投影仪幕布协议供货,提取能力,增强税收征管能力
1880,国家税务总局,税务总局提供审计数据相关设备配备项目合同,提取能力,增强税务审计能力
1881,国家海洋局北海监测中心,COD自动消解装置,提取能力,采集海洋监测数据
1882,中国测绘科学研究院,中国测绘科学研究院移动工作站采购项目网上竞价合同,提取能力,采集测绘科学数据
1883,深圳市国家税务局,深圳市国家税务局虚拟带库采购项目合同,提取能力,增强税收征管能力
1884,水利部产品质量标准研究所,水利机械纳米激光增强增韧试验设备主机(进口部分)采购合同,协调能力,组织水利科学研究
1885,国家海洋局北海环境监测中心,便携式计算机,提取能力,采集海洋监测数据
1886,梅河口市国家税务局,吉林省通化市梅河口市国税局15年3季度服务器协议供货采购,提取能力,增强税收征管能力
1887,吉林省国家税务局,吉林省国家税务招聘劳务派遣公司单一来源采购,提取能力,增强税收征管能力
1888,中国测绘科学研究院,中央国家机关政府网上竞价合同,提取能力,采集测绘科学数据
1889,湖北省国家税务局,湖北省国家税务局网上申报系统用负载均衡设备采购合同,提取能力,增强税收征管能力
1890,中国测绘科学研究院,中央国家机关政府网上竞价合同,提取能力,采集测绘科学数据
1891,国家海洋局北海环境监测中心,空调,提取能力,采集海洋监测数据
1892,中国测绘科学研究院,中央国家机关政府网上竞价合同,提取能力,采集测绘科学数据
1893,张掖市国土资源局甘州区分局,张掖市甘州区第三轮矿产资源总体规划编制政府采购项目,提取能力,采集矿产资源数据
1894,国家新闻出版广电总局监管中心,国家新闻出版广电总局监管中心无线模拟广播电视监测前端备件第三包,合规能力,增强广电监管能力
1895,水利部产品质量标准研究所,水利机械纳米激光增强增韧试验设备配套回转台《采购合同》的补充合同,协调能力,组织水利科学研究
1896,中国测绘科学研究院,中央国家机关政府集中采购电子验收单,提取能力,采集测绘科学数据
1897,国家海洋局北海监测中心,防火墙和入侵防御系统,提取能力,采集海洋监测数据
1898,宜昌市国家税务局采购中心,宜昌市国家税务局设备管理服务采购合同书,提取能力,增强税收征管能力
1899,深圳市国家税务局,深圳市国家税务局存储维保服务项目合同,提取能力,增强税收征管能力
1900,中国测绘科学研究院,中央国家机关政府集中采购电子验收单,提取能力,采集测绘科学数据
1901,国家海洋局北海监测中心,照相机除湿机,提取能力,采集海洋监测数据
1902,中华人民共和国锦州海关,锦州海关职工食堂维修改造工程,合规能力,增强海关查验能力
1903,国家海洋局北海监测中心,防爆冰箱,提取能力,采集海洋监测数据
1904,国家海洋局北海监测中心,空调,提取能力,采集海洋监测数据
1905,中国测绘科学研究院,中央国家机关政府网上竞价采购合同,提取能力,采集测绘科学数据
1906,厦门出入境检验检疫局,趋势网络防毒版升级服务采购合同,合规能力,增强检验检疫能力
1907,中国测绘科学研究院,中央国家机关政府集中采购电子验收单,提取能力,采集测绘科学数据
